Project,No of Types,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,FAN-OUT,FAN-IN
NeWbY100_AudioVideoLib,201,178,550,527,23,399,20573,1088,69,70,62.17,373,373
newrelic-platform_newrelic_dotnet_wikipedia_plugin,3,6,6,2,0,4,96,15,0,0,0.75,2,2
NexusEast_Console-Tile-Editor,14,76,71,11,10,21,1395,203,4,4,5.94,15,15
nforza_Memoization,4,0,13,0,0,7,213,13,1,1,0,3,3
ngpitt_fusor-control,9,21,59,9,6,3,871,118,0,0,1.69,11,11
NGTDI_Server,11,7,40,14,7,35,522,69,0,0,0,15,15
nguyenkims_kaggle,21,32,56,6,5,36,859,145,4,4,3.02,36,36
nhalflants_SpaceView,7,5,4,9,0,3,135,5,0,0,0.5,1,1
ni1ius99_GraphComposite,15,15,48,10,0,23,845,79,7,7,4.79,14,14
NickVanderPyle_NesEmu,6,21,26,1,0,20,358,97,0,0,2.17,10,10
nicolaspetit95_TinySock,4,13,41,5,6,20,394,53,1,1,3.67,4,4
nicopretorius_datacat-main,42,144,306,115,6,136,4739,507,9,9,10.61,74,74
nightwolfz_Game1,68,300,312,54,144,172,4908,962,8,8,24.46,116,116
nigihayami_dataPump.det,6,70,67,12,0,37,3267,730,0,0,1.82,3,3
niik_switchboard,24,50,133,57,1,93,1558,238,7,9,9.6,32,32
nikita270a_ExchangeKernel,11,45,25,0,28,15,472,87,4,4,1.06,22,22
niklaslundberg_VisualStudio-UF,5,3,4,6,0,1,106,4,0,0,0,1,1
NikolaR_Convenience.EntityFramework,5,15,48,14,0,35,618,93,0,0,2.33,6,6
Nikolms_TestAPI,6,5,7,11,0,1,162,12,0,0,0.83,2,2
Nimgoble_NimMoto,0,0,0,0,0,0,0,0,0,0,0,0,0
ningkyolei_.NET,24,23,67,20,2,27,967,103,0,0,1.19,7,7
NIPOSoftware_Nfield-Powershell,16,8,39,19,0,16,485,76,4,4,3,25,25
Nirklav_ScreenshotPlugin,4,5,10,8,2,5,158,19,0,0,2.83,8,8
nishanil_XHacknight-Samples,33,28,108,59,1,43,2304,196,2,2,6.15,30,30
nishesj_callbreak,43,91,158,86,35,91,3190,386,9,9,10.99,102,102
nissbran_coding-katas,8,1,10,3,0,9,82,10,5,5,0,2,2
nissehutt_sharp-calculator,5,5,20,2,5,17,370,98,0,0,0,4,4
Nitemice_wpTracker,4,3,16,8,0,2,242,34,0,0,0,1,1
nkeddie_ACRO,11,3,19,11,0,12,154,20,5,5,0.17,9,9
nlafratta_ZCalcEngine,20,37,146,11,5,47,1988,295,6,6,3.25,49,49
nobiruwa_js-ast-csharp,41,3,20,51,1,20,540,20,40,101,2,7,7
nodoid_xaml-utils,5,3,18,29,0,4,768,304,0,0,0.65,3,3
NoesisLabs_OathMultiFactorAuthenticationProvider,19,32,82,16,2,48,1536,172,3,3,5.65,30,30
nokia-developer_audio-recorder,9,38,61,24,1,19,1397,131,0,0,5.38,11,11
nokia-developer_camera-explorer,26,44,109,37,0,53,1901,199,12,22,6.29,25,25
nokia-developer_hardware-info,9,29,48,109,2,13,1612,120,0,0,4.92,10,10
nokia-developer_music-explorer,22,83,97,89,13,33,4360,195,0,0,11.15,32,32
nootn_ClinImIm,52,72,119,80,1,63,1704,194,18,16,12.45,45,45
NordicSemiconductor_Windows-nRF-Toolbox,100,255,524,294,97,231,8424,963,27,26,50.92,163,163
nordvall_almtools,15,11,45,20,0,28,552,78,3,3,2.68,18,18
Normanator_CsvPick,21,26,86,42,1,51,1752,208,6,6,4.92,31,31
Northern-Path-Technologies_Rain-Generator,2,4,10,0,0,4,378,46,0,0,0.6,0,0
notpod_wpd-lib,10,550,24,9,547,16,1873,52,3,3,1.63,10,10
novar0_CollectionLinq,12,18,71,8,0,61,2256,207,1,1,1.52,5,5
npcook_infinichat-client,76,177,294,123,49,134,4227,559,22,25,25.69,190,190
NpoSaut_netMini100Burner,12,4,31,12,2,23,334,47,4,4,0.8,8,8
npp-plugins_hasher,26,85,79,16,57,42,2533,122,0,0,7.73,28,28
nreal_Automated,27,35,133,54,0,82,3411,267,5,7,8.35,19,19
nrother_fast-view,13,50,91,14,2,29,1252,251,4,4,6.22,5,5
nrother_simple-c,44,34,76,31,4,54,1733,429,24,30,2.51,85,85
nstublen_fundamentals-samples,7,9,24,0,2,15,460,53,1,1,1.28,5,5
nterry_PipeWrench,13,17,59,11,0,39,474,80,2,2,2.09,18,18
ntisservices_ntis-dotnet-web-services-Release2.5,5,5,15,6,3,12,287,32,0,0,0.78,5,5
NtreevSoft_CommandLineParser,61,113,298,169,5,143,5339,617,20,25,24.08,99,99
Nuke928_NSPkgMgr,11,10,33,14,8,22,681,110,5,5,0.66,22,22
NullBy7e_SteamLibraryManager,10,11,18,8,3,11,341,40,0,0,2.5,11,11
nvdvlies_MileageTracker.AspNetWebApi,40,17,92,39,0,64,1231,161,9,9,0.92,84,84
nwilder0_SmartConnect,1533,3572,12015,3880,485,6900,239466,38998,708,746,384.499999999999,6128,6128
nxp040_Cat_Game,1048,4982,3462,4,4476,2742,48690,7272,116,118,348.3,20,20
o2platform_FluentSharp_Fork.WatiN,283,267,2145,543,265,1921,24320,2899,173,264,51.14,834,834
oanda_csharp-exchange-rates,11,12,14,34,7,11,448,30,4,4,0.8,6,6
oanda_CSharpLibAPISample,19,17,13,79,16,12,675,26,0,0,0,16,16
oanda_rest-csharp-refimpl,62,164,86,121,139,65,2152,152,14,14,7.24,62,62
ObelixSoftware_CSharp4Blackberry7,11,0,15,2,0,9,93,15,8,4,0,4,4
objectcraftworks_iChef,10,15,25,15,6,15,333,36,0,0,0,23,23
objorke_CodePlexMigrationTools,7,19,34,18,1,9,611,77,0,0,0.88,7,7
OccupOS_OccupOSNode,4,5,22,0,0,17,317,63,0,0,1.95,2,2
ockertv_Elmah,109,244,456,123,83,236,10261,1119,33,34,32.08,279,279
oexenhave_SirenSharp,1,0,1,0,0,1,32,1,0,0,0,0,0
OffByOneStudios_NVNC,34,433,253,37,36,156,12036,1237,8,8,16.78,78,78
OfficeDev_CloudTopia-Code-Sample,10,10,34,43,0,10,793,57,0,0,1.87,7,7
OfficeDev_ews-managed-api,767,3401,3609,1819,1964,914,82020,7715,510,603,327.77,3259,3259
OfficeDev_Office365-Discovery-Service-Sample,7,8,22,4,4,13,350,50,0,0,0.6,7,7
OfficeDev_SharePoint-Code-Analysis-Framework-Rules,29,0,24,0,0,24,508,41,0,0,0,0,0
offi_EverydayToolkit,27,11,62,31,1,40,546,77,10,10,1.91,29,29
ogilenchenko_TSKManager,35,12,93,123,0,74,1518,110,13,17,1,34,34
oguna_SharpXFileParser,28,150,111,56,55,19,3821,526,0,0,7.56,46,46
okertanov_Rimto,44,57,260,53,2,183,3941,487,11,11,6.61,54,54
old-games_game-utilities,167,722,1197,67,190,870,42341,4320,34,35,71.08,350,350
olegoga_wcflib,11,6,38,8,0,21,332,53,5,5,1.9,11,11
oliver-johnston_betfair-base,116,102,159,339,0,103,3528,256,8,8,6.19,114,114
olivierlizotte_Iso-PeptidAce,24,64,109,6,44,71,2957,697,2,2,9.57,34,34
olivierlizotte_PeptidAce.Library,86,273,445,114,224,396,9148,1936,10,10,25.12,256,256
olivierlizotte_PeptidAce.Server,10,41,40,1,30,28,847,141,0,0,1.54,9,9
ollie-williams_gabardine,126,219,462,162,63,313,7010,1065,47,44,23.51,334,334
omgnick_Runner,10,0,20,0,0,20,214,36,0,0,0,0,0
omgtehlion_QtSpy,92,293,515,202,30,228,7674,1145,35,46,35.02,198,198
onatm_smartcitizen-api,13,0,7,67,0,6,469,7,2,2,0,3,3
OneNoteDev_OneNoteAPISampleWinStore,20,44,100,31,11,40,2212,214,8,10,9.16,20,20
onixion_klerk,10,19,34,4,3,21,590,69,1,1,2.42,7,7
openrest_openrest4net,137,446,474,6,398,315,2970,508,60,60,70.36,143,143
openrest_packages4net,20,52,46,3,45,41,373,63,7,7,10.78,20,20
oraculum_CEF,29,17,116,59,0,58,2159,278,0,0,2.52,50,50
Orcomp_CsvHeaderToPoco,1,0,1,0,0,0,10,1,0,0,0,0,0
Orcomp_Orc.FluentTypeFilter,3,1,24,3,0,15,263,33,0,0,0.88,2,2
Orcomp_Orc.SortedSplitList,10,23,84,25,0,62,1219,163,6,6,3.16,3,3
OrganicAdapter_EgyenlitoUniversal,51,30,135,82,0,67,1721,165,20,22,7.5,105,105
OrganicAdapter_SoftITOrchard,929,823,3843,1176,20,2402,46727,6125,483,593,116.11,2067,2067
OrleansContrib_orleans-samples,11,21,21,13,2,16,366,31,1,1,1.33,6,6
OrleansContrib_orleans.serialization.json,8,0,12,6,0,8,144,16,0,0,0,6,6
OrleansContrib_orleans.storageprovider.cloudservicewrapper,3,4,6,5,0,6,85,8,1,1,0.4,1,1
Ormikon_NetTypeS,96,150,330,219,18,242,4443,549,54,74,12.13,203,203
ornoand_Diplom,23,55,79,13,25,28,1357,224,0,0,4.8,41,41
orzechowska_PensjonatV1.0,36,43,132,134,1,53,5230,305,0,0,10.7,36,36
osbornm_TVRename,114,969,576,216,284,420,19891,1860,33,20,84.29,253,253
osmantuna_Puzzle,5,19,25,9,9,3,425,43,0,0,1.56,3,3
osvein_PowerTray,6,6,15,17,0,9,357,22,0,0,0.62,4,4
Otiel_SoundCloudDownloader,13,13,35,16,2,13,830,70,0,0,3.8,10,10
ouhi2008_NuGetGalleryWithLDAP,50,11,127,0,0,102,11055,167,0,0,1.5,3,3
OurDemoGroup_Samples,109,206,365,148,94,95,5954,565,21,27,18.38,110,110
oxyplot_documentation-examples,54,19,95,40,0,51,2160,148,0,0,2.84,11,11
oxyplot_icon-generator,14,23,25,18,20,16,863,98,5,5,1.91,10,10
p00rleno_reddit-bot-public,36,3,120,128,0,95,2468,270,0,0,1.46,59,59
pablovargan_WP81UniversalTemplates,24,26,89,9,0,68,833,121,6,6,12.46,9,9
paf31_initialround,61,84,191,137,25,133,2995,401,12,18,9.67,62,62
pahakia_csharplib,10,16,37,0,5,28,330,50,1,1,1.63,17,17
paladin-t_frameshop,71,305,531,165,18,242,9123,1319,7,7,21.27,136,136
pandalabo_CrossWordPuzzleGenerator,15,53,82,8,33,50,1861,395,0,0,3.5,23,23
panicoenlaxbox_MongoDBOutputCache,6,10,13,5,3,11,195,23,0,0,1.11,8,8
panicoenlaxbox_MvcDonutCaching.MongoDBOutputCache,5,6,9,4,3,8,129,14,0,0,0.67,4,4
panopticoncentral_chakra-host,17,10,205,28,0,101,2770,285,4,4,3.57,36,36
Panopto_SchedulingTool,74,238,253,211,2,129,5025,412,8,8,39.6,118,118
papagenoo_xamarintut,40,38,160,60,10,119,2280,291,12,19,10.79,53,53
papnkukn_spwf01sx,18,12,83,20,0,50,1279,209,0,0,1.87,14,14
partizanes_CheckService,4,3,13,0,1,5,209,66,0,0,0,4,4
PartTimeLegend_BitcoinBrainWalletSweeper,5,3,5,4,0,2,146,15,0,0,0,2,2
Pathfinder-Fr_PathfinderDb,14,6,15,4,0,14,185,16,0,0,1.5,12,12
patkleef_EPiServerTranslatorLocalizationProvider,95,54,164,143,6,116,3391,304,37,39,11.86,68,68
patriksvensson_tail,62,96,172,60,16,115,1933,277,22,22,9.25,94,94
PaulDMendoza_DownmarkerElite,49,139,331,80,2,98,5253,603,10,10,11.91,53,53
PaulWeakley_Einstein.Web.OAuth,15,7,38,40,0,21,491,52,5,5,2.02,20,20
pavius_The-Dot-Factory,9,65,101,10,42,14,2434,272,0,0,4.64,10,10
pcrouillere_tableauInteractif,112,454,630,74,242,334,18018,3586,10,10,36.92,162,162
pdrosos_TelerikAcademy,1059,831,2768,691,117,1755,38643,6237,451,480,196.23,1189,1135
pebblecode_EducationPathways,67,135,262,92,23,135,4490,633,19,20,14.38,95,95
pedja1_TVDb,21,33,131,62,1,53,1968,242,0,0,5.37,32,32
pedroarapua_aspnet-gerador-codigo,23,13,124,57,0,38,6228,1224,0,0,1.5,36,36
pedroarapua_aspnet-web-controls,26,71,68,117,0,20,2916,244,10,10,13.88,9,9
pedroarapua_intranet,149,37,267,244,0,250,7026,595,78,78,12.67,140,140
pekkah_Tanka.FileSystem.WebApi,7,7,38,20,0,22,429,74,1,1,2.86,11,11
Pepsee_WCell.SpecialTools,23,81,84,11,22,49,1666,235,3,3,5.02,33,33
persistentsystems_adcms,36,91,112,286,2,22,7133,553,2,2,4.02,103,103
perspicapps_pa.toolbox,115,84,575,159,8,424,7183,1428,41,44,20.04,138,138
Perzivan_Poking,5,7,16,2,0,10,163,21,0,0,1.44,3,3
PeteGoo_MicroIoc,13,5,54,4,0,32,492,77,4,4,0.87,11,11
peter-raven_FluentBuilders,11,5,59,13,0,26,657,82,6,6,1.46,7,7
peterantonyrausch_tca-sorteador,43,13,62,19,4,40,592,73,29,34,2.64,40,40
peterkhoa_hdtl,25,90,121,16,3,79,3190,477,1,1,6.74,6,6
PeteShearer_ProjectEuler,13,4,23,0,0,19,407,59,0,0,0,5,5
PeteW_ElmahExtensions,20,3,27,23,0,21,525,55,7,7,0,22,22
petlof_csharpsqlite,207,988,1162,138,75,429,45957,7016,137,158,56.71,1118,1118
phaeron_LVNPOI,89,66,215,3,0,12,5455,375,0,0,2.5,2,2
phaetto_FoosPi,58,84,158,16,37,95,3130,355,4,4,9.87,114,114
phan-anh-tuan_DataAnalytic,62,36,172,147,0,109,3103,337,9,9,8.24,47,47
PhantomMatthew_TeahourFm,661,1591,3477,1144,146,2157,121687,7673,362,424,237.03,1294,1294
PHBCL_INNOVA,34,121,339,136,0,28,3040,401,0,0,16,52,52
phenixdotnet_Hangfire.Unity,3,1,5,0,0,5,70,8,0,0,0.33,2,2
PhilipHAW_HES,73,37,215,108,0,122,2680,328,11,10,12.42,115,115
PhiloSoftware_PhiloSoftware.Core,31,12,97,38,1,52,846,161,14,15,2.41,16,16
philotical_PlanitronReloaded,1,50,22,0,0,7,592,67,0,0,0.91,0,0
phiree_namename,101,102,260,210,14,138,4199,412,19,33,6.12,170,170
phlegma_TagMotion,199,732,1289,960,177,913,57401,3461,94,115,67.99,801,801
Phog_StalkR,10,25,40,17,7,18,787,84,0,0,4.25,11,11
Phybbit_kinect-data-transmitter,55,187,260,92,74,133,5378,570,0,0,15.99,105,105
PileOfFish_PileOfFishProductions,96,524,742,66,458,702,14880,2202,40,34,30.1,218,218
pilotcam_WingTail,27,64,192,90,8,54,3723,604,1,1,7.18,38,38
pingfu_influxdb-csharp,5,13,40,0,10,36,595,60,0,0,0.87,4,4
Pinmaps_Pinmaps.netApiClient,12,14,21,58,9,20,843,41,0,0,0.11,12,12
PintaProject_BlockBrush,2,0,3,1,0,2,52,4,0,0,0,1,1
piontec_nStack,16,12,41,17,7,19,644,55,1,1,1.34,22,22
pipelinesoftwareinc_Lead-Harvester,31,46,54,33,2,51,1187,135,0,0,3.33,45,45
piplcom_piplapis-csharp,42,21,81,195,7,75,2942,189,21,21,3.21,53,53
piranha771_ClooN,29,47,123,29,10,39,1461,182,16,16,3.24,41,41
PiranhaCMS_Piranha.Redis,2,3,14,0,0,12,189,37,0,0,0.45,0,0
pitermarx_NCalc-Edge,20,14,110,27,0,99,2985,677,8,8,3.84,57,57
Pixum_Pixum.API-csharp,24,6,31,79,0,23,838,42,3,3,1.77,16,16
pizzaoverhead_CollisionFX,4,38,30,0,12,19,802,118,0,0,1.21,3,3
pizzaoverhead_WheelSounds,4,29,8,16,4,4,307,35,2,2,2.54,1,1
pjtown_csharp-redis,26,26,364,8,4,173,1342,441,15,15,4.78,49,49
pkgs-at_at.pkgs.csharp,223,559,1400,276,193,960,27590,5191,119,131,74.97,645,645
plmwong_nuget-dep,2,1,3,0,0,3,52,15,0,0,0,1,1
ploufs_Greenshot-TFS-Plugin,10,41,56,21,19,23,1145,162,0,0,4.73,30,30
plter_DontTouchWhiteBlock,5,13,34,5,0,10,467,87,0,0,2.31,3,3
pluniewski_reactive-forms-sample,17,24,27,36,0,16,641,28,0,0,3,21,21
pmarcis_dict-filtering,50,189,116,1,70,71,4032,890,28,28,7.54,47,47
pmcfernandes_KoobooWebMatrixExtension,3,8,13,73,0,6,1042,18,0,0,1.24,2,2
pmdcp_framework,187,840,1113,330,156,757,32531,3279,36,33,54.41,278,278
PMelia07_CA2,41,17,110,53,5,104,1771,201,2,2,0.53,36,36
pmichna_Finite,27,32,60,45,3,32,1441,212,8,11,4.84,44,44
pmprete_Pipeline,12,32,34,22,26,29,705,63,5,5,3.24,12,12
polanski10_stocksharp,15,18,32,16,0,6,673,64,0,0,2.12,2,2
PolarbearDK_Miracle.Arguments,29,12,56,61,0,38,1362,123,11,11,1.58,17,17
PolarbearDK_Miracle.Macros,8,4,23,3,0,11,398,32,5,8,1.33,5,5
pomma89_Thrower,1,0,1,0,0,0,139,5,0,0,0,0,0
ppatierno_mqttlocation,131,486,487,215,51,359,15283,1105,51,55,50.36,225,225
ppittle_CopaceticSoftware.Common,16,9,37,13,0,30,798,68,1,1,0.67,11,11
ppschweiz_MemberDatabase,129,93,551,414,13,426,9832,1140,39,42,14.8,253,253
pragmadash_EnumerableDemo,15,16,59,0,1,44,464,96,3,3,3.21,14,14
prebenh_MobileVikings,40,53,131,62,10,56,2835,243,19,21,10.11,48,48
preda7or_game1,0,0,0,0,0,0,0,0,0,0,0,0,0
prefab_interpretation,53,89,270,31,52,147,4408,703,15,13,14.45,107,107
prefab_io,9,47,151,3,4,122,2412,309,0,0,4.15,12,12
Prhythm_CamlMaker,63,103,284,96,8,166,4491,526,2,2,5.66,75,75
priyank_GeckoFX,189,232,1964,248,100,238,9599,2333,44,42,33.58,331,331
proactima_ElasticSearchClient,1,0,1,0,0,0,13,1,0,0,0,0,0
proactima_UXRiskLogger,14,4,85,24,0,51,799,104,5,7,1.96,16,16
prog76_csexwb2,362,3565,1819,1081,3217,449,32302,3292,26,9,80.81,564,564
programfreaks_WAC2014-Droid,4,8,8,0,0,5,147,16,0,0,0,1,1
programista25_MathPlotter,14,12,45,13,0,21,544,82,0,0,1.69,11,11
project-hu_hu,125,205,343,131,33,197,5900,671,48,42,35.52,183,183
projectkudu_KuduVfs,22,44,226,44,1,195,2736,355,1,1,5.6,29,29
Projekt-I-VP_Virtualne-Prechadzky,9,10,15,6,0,3,270,28,0,0,0.72,2,2
ProjektGsicht_SYF-Client,21,51,74,19,20,35,1047,136,6,6,11.04,32,32
prokhor-ozornin_Catharsis.NET.Repository,56,84,328,104,0,276,4228,404,36,36,34.08,40,40
prosthetichead_Datacadia,8,44,55,4,24,21,1037,164,0,0,3.58,6,6
ProtossEngineering_TwitterAuth,6,12,30,12,0,8,610,54,0,0,1.86,4,4
ProxyRare_flux,373,1370,1211,189,991,1006,31752,6227,231,231,99.77,1676,1676
prresearcher_pr-Researcher,1200,3649,4525,1336,2276,2762,82729,10583,210,258,192.61,3292,3292
pruedence_project_average,7,6,19,3,0,4,243,48,0,0,0,4,4
psmacchia_NDepend.Path,43,0,265,229,0,165,3412,317,39,55,0,55,55
PSU-Robotics-Countess-Quanta_Countess-Quanta-Control,38,109,141,130,15,79,2872,361,4,4,10.75,55,55
Psymonkey-Coders_SqlPlugin,3,31,18,13,23,14,666,54,0,0,2.77,2,2
ptakes_Pta,112,69,383,53,8,276,3419,677,38,47,13.34,140,140
Publisoft_Core,122,271,365,135,149,187,9205,1329,29,29,13.54,192,192
PubSubSQL_dotnet,18,54,89,25,14,39,1362,180,0,0,5.61,16,16
pudds_SportsStreamsBot,29,72,57,47,49,38,1258,123,7,7,2.46,22,22
Pure-Battlefield_TeamspeakSync-PURE,1,86,83,0,2,82,4110,713,0,0,0.94,0,0
PureIso_VisualLearningAssistant,75,100,235,65,27,114,4273,553,9,14,11.86,130,130
PureMVC_puremvc-csharp-demo-wpf-employeeadmin,21,59,96,33,36,48,1283,193,0,0,10.7,43,43
Purify-net_PUrify,2,2,4,0,0,2,200,6,0,0,0,0,0
pvandervelde_nTreva,0,0,0,0,0,0,0,0,0,0,0,0,0
pvcbuild_pvc-msbuild,1,7,2,1,0,2,53,3,0,0,0.5,0,0
pwhe23_DbConnectionProfiler,24,39,210,64,0,174,3483,412,3,3,4.31,26,26
pwypeanut_isometricdefense,212,1068,1670,192,702,1522,33066,4640,68,74,82.76,556,556
pyontko-nazar_MoneyHandler,53,74,358,76,0,204,4606,546,22,28,13.72,105,105
PythEch_Cygnus,8,10,37,53,1,11,1429,134,0,0,1,1,1
Q42_Q42.RijksmuseumApi,80,10,36,532,0,20,3078,70,2,2,0.76,20,20
qingfeng346_XML_Conversion,114,563,778,261,100,453,21877,2420,32,36,52.74,197,197
qmatteoq_MobileCamp-Milano-Dec2014,88,55,151,60,0,82,2381,211,14,14,22.72,76,76
Qorpent_comdiv.oldcore,1265,982,4776,2172,173,3262,59411,8489,680,719,214.63,1887,1887
QuantBox_OpenQuant-XSpeed,15,31,50,17,12,26,1387,99,0,0,6.51,8,8
quercitron_MapCreator,79,82,238,131,1,148,3762,627,39,43,15.16,180,180
QuickOrBeDead_Dynamic-Wcf-Client-Proxy,34,17,127,23,2,86,1919,260,9,11,2.35,37,37
QuickOrBeDead_Labo.Cms,60,42,112,74,0,76,2333,179,13,16,4.06,89,89
Quit_Jofferson,34,37,124,80,1,81,2223,324,10,14,6.27,78,78
Quit_SteveCannon,4,6,16,5,3,5,461,71,0,0,1.98,5,5
raasiel_Reflow,50,31,215,116,0,163,2234,327,29,31,8.45,80,80
RadishSystems_choiceview-webapi-twilio-demo,10,25,21,34,6,9,829,52,1,1,0.78,12,12
raee_RaeSolution,59,80,253,125,17,138,7299,765,13,13,11.24,73,73
Rafa1994_Master-Password-Recovery-Tool,7,7,14,3,0,4,534,187,0,0,1.42,4,4
RaGEZONE_RaGESERVER,6,0,6,21,0,6,146,6,0,0,0,0,0
raigomes_InfoSUS,20,34,88,26,5,50,2121,250,3,3,5.08,18,18
rajbyexample_ARBE,33,24,90,20,0,55,1502,189,9,9,2.5,49,49
rajenki_reviewnotifier,3,3,3,0,0,3,39,3,0,0,3,0,0
rajivkan_SharpZipLibWithLongPath,97,617,732,261,138,491,24394,2513,33,37,55.29,190,190
raknasa_BMPPillar,310,516,858,524,32,627,19410,1730,82,121,28.03,613,613
ralbu_randomuser,2,0,2,17,0,1,150,6,0,0,0,1,1
ralphromero_BTPCArchiver,3,18,20,17,0,17,380,41,0,0,2.28,3,3
ramiglez30_Forum-Construnario,197,118,942,341,10,642,13842,1724,105,111,21.81,373,373
randomvariable_DHCPD-To-MicrosoftDHCP-Migrator,40,154,242,129,21,180,8154,837,2,2,3.94,57,57
randomvariable_logstash-windows-eventlog,4,7,26,2,0,11,569,81,1,1,1,1,1
ranjithrs_azuresample,4,3,6,10,0,5,192,17,0,0,0.67,2,2
RapidWorkers_ToonCrapper,44,191,347,112,38,212,8936,1071,5,5,16.86,71,71
rarous_Maybe,7,1,50,0,0,50,240,52,2,2,0.25,10,10
Rassilion_Denemeler,34,143,275,136,18,89,5183,683,1,1,11.49,46,46
Rast1234_LFandUTF8,5,2,17,3,0,7,372,64,0,0,1,4,4
ravikp_rims.net,332,3178,1475,202,2368,876,31456,4167,60,48,89.34,537,537
raytiley_media-sherpa,72,226,240,181,0,144,4512,359,0,0,1.93,77,77
rc800052_TP2_Franquicia,42,6,58,114,1,56,1640,121,0,0,1,58,58
rcarrillopadron_max-subarray-sequence,2,0,2,0,0,1,37,6,0,0,0,1,1
rcarrillopadron_MyCode,5,0,5,16,0,3,110,7,0,0,0,6,6
rcarrillopadron_NUnitWithInheritanceDemo,3,0,9,0,0,9,57,11,1,1,0,2,2
rcurlette_TridionPubQMonitor,9,10,29,10,0,14,447,67,0,0,1.73,7,7
rdcastro_btree-dotnet,3,1,14,10,0,6,330,37,0,0,0,3,3
re222dv_1DV402-C-sharp,34,36,134,83,7,69,3753,628,7,8,9.34,40,40
Reactive-Extensions_IL2JS,2661,8668,14377,8470,2903,9481,278088,42086,2033,3335,945.210000000002,15198,15198
reallyjoel_Ludosity-s-Steamworks-Wrapper,321,721,1406,438,176,666,16635,1675,43,28,142.45,824,824
redbitdev_ImagineCup.DevCamp.TipCalculator,13,6,27,17,0,6,596,43,2,2,0.92,10,10
redbitdev_socialcloud-mobile,28,25,97,57,0,53,1601,128,4,4,6.34,26,26
RedGlow_ColorWars,234,410,1229,768,163,580,28386,3926,119,146,53.18,551,551
Redth_ImapiNet,107,144,465,173,82,247,14603,651,67,65,9.93,211,211
Redundancycloud_redundancy-library,18,34,66,52,0,44,2882,109,3,4,4.15,15,15
Regalith_FFT,8,0,0,0,0,0,70,0,0,0,0,0,0
regaw-leinad_RegawMOD-Bootloader-Customizer,99,525,556,235,60,287,26733,2122,16,16,33.17,192,192
reisi007_Bibi-GUI,6,12,27,3,0,11,398,76,0,0,1.19,4,4
rejas_rasterbator,14,122,58,5,16,35,1824,158,8,8,10.42,23,23
Remeil_Simple-Game,56,37,107,73,6,86,1916,189,6,6,4.48,36,36
remelpugh_android-code-generators,32,30,94,90,20,56,3277,239,7,7,2.5,89,89
remobjects_internetpack,525,1374,2751,1518,240,1692,54336,8040,243,313,227.58,1095,1095
renandsiqueira_exemplo-delegate,3,3,5,0,1,5,45,5,0,0,0,2,2
resadzacina_SCMS,5,1,4,4,0,4,107,5,0,0,0,0,0
Resellers_webservicestudio,37,200,288,97,28,146,5396,698,9,13,21.37,74,74
RetroShare_RSSSHClient,145,447,422,315,2,181,8371,862,0,0,83.95,248,248
reubenrybnik_Utilities-CSharp,14,27,86,25,8,38,2334,220,1,1,6.83,18,18
RFlipper_SPMarketDataSync,5,8,11,22,0,4,252,22,0,0,0.83,5,5
rhargreaves_IOPriorityGuard,11,5,25,5,0,11,309,38,1,1,0.4,13,13
rhfung_KinematicTemplates,77,151,489,64,39,314,5496,866,43,58,20.66,241,241
rhpa23_SelectInitialPlaneX,7,33,41,18,0,5,656,82,0,0,2.3,5,5
rhythmagency_rhythm.ssis,260,485,1338,637,20,579,37220,2757,187,241,86.96,500,500
ribagi_Vault-Calc,7,17,34,22,0,12,440,68,0,0,2.62,5,5
richclement_NLog.Redis,2,8,10,6,0,4,148,29,0,0,1.03,1,1
rickbeerendonk_Time,2,3,24,4,0,19,376,34,0,0,1.42,1,1
rickspears_Raffles,58,60,166,147,0,83,2563,216,18,18,13.27,82,82
rid00z_JellyBeanTracker,63,42,277,61,3,206,4615,433,15,15,8.7,59,59
ridecar2_KerbalCalc,2,9,21,1,0,17,195,49,0,0,1.6,1,1
ridecar2_KSPRPNCalc,18,16,51,9,0,25,534,66,9,9,2.82,20,20
ridomin_RidoElmah,47,114,187,55,34,95,4267,408,6,5,13.3,101,101
riederm_at.myecdl,92,89,328,73,5,226,3213,402,44,51,16.4,146,146
riickky45_AControl,41,239,181,26,186,103,4823,622,0,0,4.97,47,47
rileywhite_Bix.Mixers,0,0,0,0,0,0,0,0,0,0,0,0,0
ringostarr80_WebDav.NET,26,49,114,51,6,79,1851,310,12,11,9,9,9
riordanp_getsome-game,10,15,28,0,4,21,548,96,0,0,0.9,7,7
riordanp_panjin,35,128,120,1,81,111,1759,259,20,30,11.48,46,46
rit-sse-mycroft_template-csharp,2,8,19,0,1,16,293,27,0,0,0.85,1,1
ritterim_atlas,8,2,14,21,0,12,181,20,0,0,0,6,6
ritterim_automation-webhosting,11,33,32,5,23,28,352,53,0,0,2.05,11,11
RizwanRumi_ASP.Net_C_sharp,126,161,268,121,30,159,5604,437,6,6,21.69,83,83
rkjaswal_BSBTAC,35,29,101,50,0,53,982,144,18,19,4.66,36,36
rkttu_Log4net-with-Caller-Info,2,1,5,1,0,5,87,6,0,0,0,1,1
rkttu_System.Net.FtpClient.Async,8,0,43,0,0,43,653,43,0,0,0,0,0
rllibby_SigRClient,165,32,339,101,14,284,5270,742,177,190,2.42,207,207
